Module	Section	Sample Name	Source
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_GC_Rep1_G6_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep1_G6_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_GC_Rep3_G9_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep3_G9_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_RRTN_GC_Rep4_G10_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_RRTN_GC_Rep4_G10_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_GC_Rep2_G8_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep2_G8_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_infer_expt.out
RSeQC	infer_experiment	Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_infer_expt	/tmp/test194/work/be/57772d6b541d2af6db2ef82fc8aa5c/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_infer_expt.out
